institution,credit_code,credit_name,category,pillar,indicator,section,field,units,value_numeric,institution_key,gri_standard,gri_disclosure,relationship,mapped_to_gri,is_intensity,comparable
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Employee commuting data,"Percentage of employees that commute using single-occupancy car, van, or truck",,33.54,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,14.1 Percentage of students and employees using more sustainable commuting options,,Percentage of employees that use more sustainable commuting options,,66.51,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that avail of remote learning,,2.83,berkeley,,,,False,False,False
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,"Percentage of students that commute by bus, shuttle, or ferry",,22.48,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by carpool or vanpool,,3.52,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by cycling or another micro-mobility option,,11.09,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by light rail or tram,,8.26,berkeley,,,,False,False,False
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by motorcycle or moped,,0.53,berkeley,,,,False,False,False
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by rail,,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by walking or the equivalent,,32.81,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by zero emission vehicle,,0.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,"Percentage of students that commute using single-occupancy car, van, or truck",,13.98,berkeley,,,,False,False,True
"University of California, Berkeley",OP-14,Commute Modal Split,Operations,Environmental,14.1 Percentage of students and employees using more sustainable commuting options,,Percentage of students that use more sustainable commuting options,,86.02,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings individually assessed for energy performance,Square meters,1503129.29,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings individually assessed for indoor environmental quality (IEQ) performance,Square meters,1503129.29,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings managed or individually assessed for water performance,Square meters,1503129.29,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings managed under a green cleaning program,Square meters,1503129.29,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings third party certified to a green building standard that addresses operations and maintenance,Square meters,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Gross floor area of existing building space,Square meters,1503129.29,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings assessed for IEQ performance,,100.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings assessed for energy performance,,100.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings managed or assessed for water performance,,100.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings managed under a green cleaning program,,100.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings third party certified to a green building standard that addresses operations and maintenance,,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Annual potable water use,Cubic meters,2092006.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Annual potable water use per person,Liters,35910.57,berkeley,,,,False,True,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.2 Potable water use per square meter,,Annual potable water use per unit of floor area,Liters per square meter,1391.77,berkeley,,,,False,True,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.4 Ratio of water recovered/returned to total water withdrawal,,Annual volume of water recovered and/or returned,Cubic meters,107386.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.4 Ratio of water recovered/returned to total water withdrawal,,Estimated volume of rainwater harvested on-site for storage and use,Cubic meters,500.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.4 Ratio of water recovered/returned to total water withdrawal,,Estimated volume of water collected and returned through on-site green infrastructure,Cubic meters,106886.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Full-time equivalent of employees,,13678.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Full-time equivalent student enrollment,,44578.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Full-time equivalent students and employees,,58256.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.2 Potable water use per square meter,,Gross floor area of building space,Square meters,1503129.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Other off-site water sources,Cubic meters,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Other on-site water sources,Cubic meters,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Potable water from off-site sources,Cubic meters,2092006.0,berkeley,GRI 303,303-3,component,True,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Potable water from on-site sources,Cubic meters,0.0,berkeley,GRI 303,303-3,component,True,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.4 Ratio of water recovered/returned to total water withdrawal,,Ratio of water recovered/returned to total water withdrawal,,0.05,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Reclaimed water from off-site sources,Cubic meters,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-3,Water Use,Operations,Environmental,3.4 Ratio of water recovered/returned to total water withdrawal,,Total water withdrawal,Cubic meters,2092006.0,berkeley,GRI 303,303-3,equivalent,True,False,True
"University of California, Berkeley",OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Area managed organically,Hectares,198.3,berkeley,,,,False,False,True
"University of California, Berkeley",OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Area of tree canopy,Hectares,51.4,berkeley,,,,False,False,True
"University of California, Berkeley",OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Area protected or restored,Hectares,130.71,berkeley,,,,False,False,True
"University of California, Berkeley",OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Ratio of areas managed organically to total managed green space,,0.95,berkeley,,,,False,False,True
"University of California, Berkeley",OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Ratio of areas protected or restored to total managed green space,,0.63,berkeley,,,,False,False,True
"University of California, Berkeley",OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Ratio of tree canopy to total managed green space,,0.25,berkeley,,,,False,False,True
"University of California, Berkeley",OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Total area of managed green space,Hectares,208.41,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.2 Energy consumption per person,,Annual energy consumption per person,Kilowatt-hours,1346.02,berkeley,GRI 302,302-3,intensity,True,True,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Annual energy consumption per unit of floor area,Kilowatt-hours per square meter,52.17,berkeley,GRI 302,302-3,intensity,True,True,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Annual renewable energy consumption,Megawatt-hours,18173.0,berkeley,GRI 302,302-1,partial,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Bioenergy products,Megawatt-hours,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Renewable stationary fuels,Certified bioenergy products,Megawatt-hours,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Contractual instruments for renewable electricity,Certified unbundled EACs,Megawatt-hours,3739.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Chilled water from off-site sources,Megawatt-hours,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Coal/coke,Megawatt-hours,0.0,berkeley,GRI 302,302-1,component,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Contractual instruments for renewable electricity,Electricity from certified off-site renewable sources,Megawatt-hours,3214.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Electricity,Electricity from off-site sources,Megawatt-hours,46422.3,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,"Electricity from on-site renewable systems, rights retained/retired",Megawatt-hours,1322.4,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Electricity from renewable sources,Megawatt-hours,17917.7,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Contractual instruments for renewable electricity,Electricity from uncertified off-site renewable sources,Megawatt-hours,9642.3,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Electricity,Electricity generated by on-site renewable systems,Megawatt-hours,1322.4,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Contractual instruments for renewable electricity,Energy attribute certificates (EACs) sold or not owned by the institution,Megawatt-hours,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.2 Energy consumption per person,,Full-time equivalent of employees,,13678.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.2 Energy consumption per person,,Full-time equivalent student enrollment,,44578.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.2 Energy consumption per person,,Full-time equivalent students and employees,,58256.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,,Gross floor area of building space,Square meters,1503129.29,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Heating and cooling from off-site renewable sources,Heating and cooling from certified off-site renewable sources,Megawatt-hours,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Heating and cooling from off-site renewable sources,Megawatt-hours,255.3,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Heating and cooling from off-site renewable sources,Heating and cooling from uncertified off-site renewable sources,Megawatt-hours,255.3,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Heating oil,Megawatt-hours,400.0,berkeley,GRI 302,302-1,component,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Hot water from off-site sources,Megawatt-hours,255.3,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Natural gas,Megawatt-hours,30014.0,berkeley,GRI 302,302-1,component,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.4 Percentage of electricity from on-site or certified renewable sources,,On-site and/or third party certified renewable power,Megawatt-hours,8275.4,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Electricity,On-site renewable electricity exported,Megawatt-hours,0.0,berkeley,GRI 302,302-1,component,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Other stationary fuels,Megawatt-hours,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.4 Percentage of electricity from on-site or certified renewable sources,,Percentage of electricity from on-site and/or third party certified renewable sources,,17.33,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Percentage of energy from renewable sources,,23.18,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Propane/LPG,Megawatt-hours,0.0,berkeley,GRI 302,302-1,component,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Renewable stationary fuels,Megawatt-hours,0.0,berkeley,GRI 302,302-1,component,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Steam from off-site sources,Megawatt-hours,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total annual energy consumption,Megawatt-hours,78414.0,berkeley,GRI 302,302-1,equivalent,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total electricity consumption,Megawatt-hours,47744.7,berkeley,GRI 302,302-1,component,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total heating and cooling from off-site sources,Megawatt-hours,255.3,berkeley,GRI 302,302-1,component,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Total stationary fuel consumption,Megawatt-hours,30414.0,berkeley,GRI 302,302-1,component,True,False,True
"University of California, Berkeley",OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Renewable stationary fuels,Uncertified biomethane from organic waste or landfill gas,Megawatt-hours,0.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Adjusted net scope 1 and 2 GHG emissions,Metric tons of CO2 equivalent,133106.95,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Annual scope 1 and 2 GHG emissions,Metric tons of CO2 equivalent,137965.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Annual scope 1 and 2 GHG emissions per person,Kilograms of CO2 equivalent,2368.25,berkeley,GRI 305,305-4,intensity,True,True,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.2 Greenhouse gas emissions per square meter,,Annual scope 1 and 2 GHG emissions per unit of floor area,Kilograms per square meter,91.79,berkeley,GRI 305,305-4,intensity,True,True,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Baseline scope 1 and 2 GHG emissions,Metric tons of CO2 equivalent,147623.0,berkeley,GRI 305,305-5,component,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Carbon storage from non-additional sequestration on institution-owned land,Metric tons of CO2 equivalent,0.01,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Carbon storage from on-site composting,Metric tons of CO2 equivalent,0.05,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Full-time equivalent of employees,,13678.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Full-time equivalent student enrollment,,44578.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.3 Greenhouse gas emissions per person,,Full-time equivalent students and employees,,58256.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Biogenic emissions,GHG emissions from biogenic sources,Metric tons of CO2 equivalent,0.0,berkeley,GRI 305,305-1,partial,True,False,False
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.2 Greenhouse gas emissions per square meter,,Gross floor area of building space,Square meters,1503129.29,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Net carbon sinks,Metric tons of CO2 equivalent,4766.26,berkeley,,,,False,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Baseline emissions,Percentage reduction in scope 1 and 2 GHG emissions from baseline,,9.83,berkeley,GRI 305,305-5,partial,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 1 GHG emissions,Scope 1 GHG emissions from mobile combustion,Metric tons of CO2 equivalent,1676.0,berkeley,GRI 305,305-1,component,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 1 GHG emissions,Scope 1 GHG emissions from stationary combustion,Metric tons of CO2 equivalent,134957.0,berkeley,GRI 305,305-1,component,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 1 GHG emissions,Scope 1 GHG fugitive emissions,Metric tons of CO2 equivalent,76.0,berkeley,GRI 305,305-1,component,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Scope 2 GHG emissions from off-site sources of electricity (market-based),Metric tons of CO2 equivalent,1256.0,berkeley,GRI 305,305-2,component,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 2 GHG emissions,Scope 2 GHG emissions from off-site sources of heating and cooling,Metric tons of CO2 equivalent,0.0,berkeley,GRI 305,305-2,component,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from business travel,Metric tons of CO2 equivalent,19913.0,berkeley,GRI 305,305-3,component,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from commuting,Metric tons of CO2 equivalent,12836.0,berkeley,GRI 305,305-3,component,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from fuel- and energy-related activities not included in scope 1 or scope 2,Metric tons of CO2 equivalent,22.0,berkeley,GRI 305,305-3,component,True,False,True
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from waste generated in operations,Metric tons of CO2 equivalent,728.0,berkeley,GRI 305,305-3,component,True,False,False
"University of California, Berkeley",OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Third party certified carbon offsets,Metric tons of CO2 equivalent,4858.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-7,Dining Service Procurement,Operations,Environmental,7.2 Percentage of dining service spend with social impact suppliers,,Percentage of dining service spend with social impact suppliers,,10.46,berkeley,,,,False,False,False
"University of California, Berkeley",OP-7,Dining Service Procurement,Operations,Environmental,7.1 Percentage of food and beverage spend that meets sustainability criteria,,Percentage of food and beverage spend on plant-based foods,,34.3,berkeley,,,,False,False,True
"University of California, Berkeley",OP-7,Dining Service Procurement,Operations,Environmental,7.1 Percentage of food and beverage spend that meets sustainability criteria,,Percentage of food and beverage spend on products that are sustainably or ethically produced,,23.4,berkeley,,,,False,False,True
"University of California, Berkeley",OP-9,Sustainable Procurement System,Operations,Environmental,9.4 Percentage of contract spend with social impact suppliers,,Annual contract spend with social impact suppliers,,124777112.0,berkeley,,,,False,False,False
"University of California, Berkeley",OP-9,Sustainable Procurement System,Operations,Environmental,9.2 Percentage of bid solicitations that identify sustainability considerations,,Percentage of bid solicitations that identify product sustainability specifications,,100.0,berkeley,,,,False,False,True
"University of California, Berkeley",OP-9,Sustainable Procurement System,Operations,Environmental,9.2 Percentage of bid solicitations that identify sustainability considerations,,Percentage of bid solicitations that identify supplier sustainability considerations,,100.0,berkeley,GRI 308,308-1,partial,True,False,True
"University of California, Berkeley",OP-9,Sustainable Procurement System,Operations,Environmental,9.4 Percentage of contract spend with social impact suppliers,,Percentage of contract spend with social impact suppliers,,14.12,berkeley,,,,False,False,False
"University of California, Berkeley",OP-9,Sustainable Procurement System,Operations,Environmental,9.4 Percentage of contract spend with social impact suppliers,,Total annual contract spend,,883756037.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-1,Sustainability Coordination,Planning & Administration,Governance,"1.1 Coordinating committee, officer, or office for sustainability",,Full-time equivalent of people employed in the sustainability offices,,3.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-10,Student Success,Planning & Administration,Social,10.1 Completion rate for low-income students,,Completion rate for low-income students,,88.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-10,Student Success,Planning & Administration,Social,10.2 Completion rate for students with marginalized gender identities,,Completion rate for students that identify as women or other marginalized gender identities,,94.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-10,Student Success,Planning & Administration,Social,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Number of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,4.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-10,Student Success,Planning & Administration,Social,10.1 Completion rate for low-income students,,Overall student completion rate,,93.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-10,Student Success,Planning & Administration,Social,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Percentage of marginalized, racial, ethnic, and Indigenous groups with equitable completion rates",,80.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-10,Student Success,Planning & Administration,Social,10.1 Completion rate for low-income students,,Ratio of the completion rate for low-income students to the overall completion rate,,0.95,berkeley,,,,False,False,True
"University of California, Berkeley",PA-10,Student Success,Planning & Administration,Social,10.2 Completion rate for students with marginalized gender identities,,Ratio of the completion rate for students that identify as women or other marginalized gender identities to the overall completion rate,,1.01,berkeley,,,,False,False,True
"University of California, Berkeley",PA-10,Student Success,Planning & Administration,Social,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Total number of marginalized racial, ethnic, and/or Indigenous groups served by the institution",,5.0,berkeley,,,,False,False,True
"University of California, Berkeley",PA-12,Employee Rights,Planning & Administration,Social,12.1 Number of weeks of paid maternity leave,,Number of weeks of paid maternity leave,,12.0,berkeley,GRI 401,401-3,partial,True,False,True
"University of California, Berkeley",PA-12,Employee Rights,Planning & Administration,Social,12.2 Percentage of employees eligible for paid all-gender family/medical leave,,Percentage of employees eligible for paid all-gender family/medical leave,,100.0,berkeley,GRI 401,401-2,partial,True,False,True
"University of California, Berkeley",PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Living wage,,39.62,berkeley,GRI 202,202-1,partial,True,False,True
"University of California, Berkeley",PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.3 Percentage of significant contractors that pay a collectively determined or living wage,,Number of significant contractors known to pay a collectively determined or living wage,,240.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Percentage of employees that receive remuneration equivalent to at least a living wage,,96.2,berkeley,GRI 202,202-1,partial,True,False,True
"University of California, Berkeley",PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.3 Percentage of significant contractors that pay a collectively determined or living wage,,Percentage of significant contractors that pay a collectively determined or living wage,,100.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.3 Percentage of significant contractors that pay a collectively determined or living wage,,Total number of significant contractors,,240.0,berkeley,,,,False,False,False
"University of California, Berkeley",PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Wage floor for regular/permanent employees,,22.54,berkeley,GRI 202,202-1,partial,True,False,True
