institution,credit_code,credit_name,category,pillar,indicator,section,field,units,value_numeric,institution_key,gri_standard,gri_disclosure,relationship,mapped_to_gri,is_intensity,comparable
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from capital goods,Metric tons of CO2 equivalent,83.0,tudublin,GRI 305,305-3,component,True,False,False
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from commuting,Metric tons of CO2 equivalent,10694.0,tudublin,GRI 305,305-3,component,True,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from fuel- and energy-related activities not included in scope 1 or scope 2,Metric tons of CO2 equivalent,0.0,tudublin,GRI 305,305-3,component,True,False,True
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from other applicable categories identified in the GHG Protocol Scope 3 Standard,Metric tons of CO2 equivalent,10.0,tudublin,,,,False,False,False
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from purchased goods and services,Metric tons of CO2 equivalent,26269.0,tudublin,GRI 305,305-3,component,True,False,False
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.1 Greenhouse gas emissions inventory and disclosure,Scope 3 GHG emissions,Scope 3 GHG emissions from waste generated in operations,Metric tons of CO2 equivalent,9.0,tudublin,GRI 305,305-3,component,True,False,False
Technological University Dublin,OP-6,Greenhouse Gas Emissions,Operations,Environmental,6.4 Adjusted net greenhouse gas emissions,Carbon sinks,Third party certified carbon offsets,Metric tons of CO2 equivalent,0.0,tudublin,,,,False,False,True
Technological University Dublin,OP-7,Dining Service Procurement,Operations,Environmental,7.1 Percentage of food and beverage spend that meets sustainability criteria,,Percentage of food and beverage spend on plant-based foods,,57.0,tudublin,,,,False,False,True
Technological University Dublin,OP-7,Dining Service Procurement,Operations,Environmental,7.1 Percentage of food and beverage spend that meets sustainability criteria,,Percentage of food and beverage spend on products that are sustainably or ethically produced,,18.7,tudublin,,,,False,False,True
Technological University Dublin,OP-9,Sustainable Procurement System,Operations,Environmental,9.2 Percentage of bid solicitations that identify sustainability considerations,,Percentage of bid solicitations that identify product sustainability specifications,,100.0,tudublin,,,,False,False,True
Technological University Dublin,OP-9,Sustainable Procurement System,Operations,Environmental,9.2 Percentage of bid solicitations that identify sustainability considerations,,Percentage of bid solicitations that identify supplier sustainability considerations,,0.0,tudublin,GRI 308,308-1,partial,True,False,True
Technological University Dublin,PA-1,Sustainability Coordination,Planning & Administration,Governance,"1.1 Coordinating committee, officer, or office for sustainability",,Full-time equivalent of people employed in the sustainability offices,,16.3,tudublin,,,,False,False,True
Technological University Dublin,PA-10,Student Success,Planning & Administration,Social,10.1 Completion rate for low-income students,,Completion rate for low-income students,,59.8,tudublin,,,,False,False,True
Technological University Dublin,PA-10,Student Success,Planning & Administration,Social,10.2 Completion rate for students with marginalized gender identities,,Completion rate for students that identify as women or other marginalized gender identities,,71.3,tudublin,,,,False,False,True
Technological University Dublin,PA-10,Student Success,Planning & Administration,Social,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Number of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,10.0,tudublin,,,,False,False,True
Technological University Dublin,PA-10,Student Success,Planning & Administration,Social,10.1 Completion rate for low-income students,,Overall student completion rate,,63.8,tudublin,,,,False,False,True
Technological University Dublin,PA-10,Student Success,Planning & Administration,Social,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Percentage of marginalized, racial, ethnic, and Indigenous groups with equitable completion rates",,90.91,tudublin,,,,False,False,True
Technological University Dublin,PA-10,Student Success,Planning & Administration,Social,10.1 Completion rate for low-income students,,Ratio of the completion rate for low-income students to the overall completion rate,,0.94,tudublin,,,,False,False,True
Technological University Dublin,PA-10,Student Success,Planning & Administration,Social,10.2 Completion rate for students with marginalized gender identities,,Ratio of the completion rate for students that identify as women or other marginalized gender identities to the overall completion rate,,1.12,tudublin,,,,False,False,True
Technological University Dublin,PA-10,Student Success,Planning & Administration,Social,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Total number of marginalized racial, ethnic, and/or Indigenous groups served by the institution",,11.0,tudublin,,,,False,False,True
Technological University Dublin,PA-12,Employee Rights,Planning & Administration,Social,12.1 Number of weeks of paid maternity leave,,Number of weeks of paid maternity leave,,26.0,tudublin,GRI 401,401-3,partial,True,False,True
Technological University Dublin,PA-12,Employee Rights,Planning & Administration,Social,12.2 Percentage of employees eligible for paid all-gender family/medical leave,,Percentage of employees eligible for paid all-gender family/medical leave,,100.0,tudublin,GRI 401,401-2,partial,True,False,True
Technological University Dublin,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Living wage,,13.85,tudublin,GRI 202,202-1,partial,True,False,True
Technological University Dublin,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.3 Percentage of significant contractors that pay a collectively determined or living wage,,Number of significant contractors known to pay a collectively determined or living wage,,45.0,tudublin,,,,False,False,False
Technological University Dublin,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Percentage of employees that receive remuneration equivalent to at least a living wage,,100.0,tudublin,GRI 202,202-1,partial,True,False,True
Technological University Dublin,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.3 Percentage of significant contractors that pay a collectively determined or living wage,,Percentage of significant contractors that pay a collectively determined or living wage,,100.0,tudublin,,,,False,False,False
Technological University Dublin,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.3 Percentage of significant contractors that pay a collectively determined or living wage,,Total number of significant contractors,,45.0,tudublin,,,,False,False,False
Technological University Dublin,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Wage floor for regular/permanent employees,,16.53,tudublin,GRI 202,202-1,partial,True,False,True
Technological University Dublin,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Wage floor for short-term/casual academic staff,,14.32,tudublin,,,,False,False,True
Technological University Dublin,PA-13,Pay Equity and Living Wage,Planning & Administration,Social,13.2 Percentage of employees that receive a living wage,,Wage floor for short-term/casual non-academic staff,,16.31,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,7.1 Ethnic diversity index,,Ethnic diversity index for students,,0.66,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among executive staff",,0.0,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent academic staff",,0.0,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent non-academic staff",,0.0,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among students",,7.0,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among executive staff",,0.0,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among regular/permanent academic staff",,0.0,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among regular/permanent non-academic staff",,0.0,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among students",,63.64,tudublin,,,,False,False,True
Technological University Dublin,PA-7,Racial and Ethnic Representation,Planning & Administration,Social,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Total number of marginalized racial, ethnic, and/or Indigenous groups in the region served by the institution",,11.0,tudublin,,,,False,False,True
Technological University Dublin,PA-8,Gender Parity,Planning & Administration,Social,8.2 Percentage of employees with marginalized gender identities,,Percentage of executive staff that identify as women or other marginalized gender identities,,41.09,tudublin,GRI 405,405-1,component,True,False,True
Technological University Dublin,PA-8,Gender Parity,Planning & Administration,Social,8.2 Percentage of employees with marginalized gender identities,,Percentage of regular/permanent academic staff that identify as women or other marginalized gender identities,,41.55,tudublin,GRI 405,405-1,component,True,False,True
Technological University Dublin,PA-8,Gender Parity,Planning & Administration,Social,8.2 Percentage of employees with marginalized gender identities,,Percentage of regular/permanent non-academic staff that identify as women or other marginalized gender identities,,56.4,tudublin,GRI 405,405-1,component,True,False,True
Technological University Dublin,PA-8,Gender Parity,Planning & Administration,Social,8.1. Percentage of students with marginalized gender identities,,Percentage of students that identify as women or other marginalized gender identities,,42.23,tudublin,,,,False,False,True
Technological University Dublin,PA-9,Affordability and Access,Planning & Administration,Social,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Average annual net price of attendance for low-income students,,5880.98,tudublin,,,,False,False,True
Technological University Dublin,PA-9,Affordability and Access,Planning & Administration,Social,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Local hourly minimum wage for students,,12.7,tudublin,,,,False,False,True
Technological University Dublin,PA-9,Affordability and Access,Planning & Administration,Social,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,463.07,tudublin,,,,False,False,True
Technological University Dublin,PA-9,Affordability and Access,Planning & Administration,Social,9.2 Percentage of students that are low-income,,Percentage of students that are low-income,,34.0,tudublin,,,,False,False,True
Technological University Dublin,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Full-time equivalent of employees,,2404.0,tudublin,GRI 2,2-7,partial,True,False,True
Technological University Dublin,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Full-time equivalent student enrollment,,22841.0,tudublin,,,,False,False,True
Technological University Dublin,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Gross floor area of building space,Square meters,210887.0,tudublin,,,,False,False,True
Technological University Dublin,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Percentage of students enrolled exclusively in distance education,,1.74,tudublin,,,,False,False,True
Technological University Dublin,PRE-3,Institutional Characteristics,Report Preface,Preface,,,Percentage of students that live in campus housing,,0.0,tudublin,,,,False,False,True
University College Cork,AC-1,Sustainability Course Offerings,Academics,Context,1.1 Percentage of academic departments with sustainability course offerings,,Number of academic departments with at least one sustainability course offering,,24.0,cork,,,,False,False,True
University College Cork,AC-1,Sustainability Course Offerings,Academics,Context,1.1 Percentage of academic departments with sustainability course offerings,,Percentage of departments with sustainability course offerings,,100.0,cork,,,,False,False,True
University College Cork,AC-1,Sustainability Course Offerings,Academics,Context,1.1 Percentage of academic departments with sustainability course offerings,,Total number of academic departments that offer courses that may be taken for credit,,24.0,cork,,,,False,False,True
University College Cork,AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Number of undergraduate qualifications awarded that are focused on subjects other than sustainability but have sustainability-focused learning requirements,,1253.0,cork,,,,False,False,True
University College Cork,AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Number of undergraduate qualifications awarded that are sustainability-focused,,944.0,cork,,,,False,False,True
University College Cork,AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,95.6,cork,,,,False,False,True
University College Cork,AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Total number of undergraduate qualifications awarded,,2298.0,cork,,,,False,False,True
University College Cork,AC-2,Undergraduate Programs,Academics,Context,2.3 Percentage of undergraduate qualifications awarded that have sustainability-focused learning requirements,,Total number of undergraduate qualifications awarded that have sustainability-focused learning requirements,,2197.0,cork,,,,False,False,True
University College Cork,AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Number of graduate qualifications awarded that are focused on subjects other than sustainability but have sustainability-focused learning requirements,,619.0,cork,,,,False,False,True
University College Cork,AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Number of graduate qualifications awarded that are sustainability-focused,,575.0,cork,,,,False,False,True
University College Cork,AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,38.67,cork,,,,False,False,True
University College Cork,AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Total number of graduate qualifications awarded,,3088.0,cork,,,,False,False,True
University College Cork,AC-3,Graduate Programs,Academics,Context,3.2 Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,,Total number of graduate qualifications awarded that have sustainability-focused learning requirements,,1194.0,cork,,,,False,False,True
University College Cork,AC-6,Sustainability Research,Academics,Context,6.1 Percentage of academic departments engaged in sustainability research,,Number of academic departments engaged in sustainability research,,27.0,cork,,,,False,False,True
University College Cork,AC-6,Sustainability Research,Academics,Context,6.1 Percentage of academic departments engaged in sustainability research,,Percentage of academic departments engaged in sustainability research,,100.0,cork,,,,False,False,True
University College Cork,AC-6,Sustainability Research,Academics,Context,6.1 Percentage of academic departments engaged in sustainability research,,Total number of academic departments engaged in research,,27.0,cork,,,,False,False,True
University College Cork,OP-1,Building Design and Construction,Operations,Environmental,1.1 Percentage of new floor area designed and constructed to green building standards,,"Floor area of new building space built to green building standards, but not third party certified",Square meters,0.0,cork,,,,False,False,True
University College Cork,OP-1,Building Design and Construction,Operations,Environmental,1.1 Percentage of new floor area designed and constructed to green building standards,,Floor area of new building space third party certified to a comprehensive green building standard,Square meters,8664.0,cork,,,,False,False,True
University College Cork,OP-1,Building Design and Construction,Operations,Environmental,1.1 Percentage of new floor area designed and constructed to green building standards,,Floor area of new building space third party certified to a less comprehensive green building standard,Square meters,420.0,cork,,,,False,False,True
University College Cork,OP-1,Building Design and Construction,Operations,Environmental,1.1 Percentage of new floor area designed and constructed to green building standards,,Total floor area of newly constructed or renovated building space,Square meters,9084.0,cork,,,,False,False,True
University College Cork,OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Annual spend on cleaning products that meet other qualifying sustainability criteria,,14720.0,cork,,,,False,False,True
University College Cork,OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Annual spend on cleaning products that meet preferable sustainability criteria,,86946.0,cork,,,,False,False,True
University College Cork,OP-10,Purchased Goods,Operations,Environmental,10.2 Percentage of electronics spend that meets sustainability criteria,,Annual spend on electronics spend that meet other qualifying sustainability criteria,,2008738.73,cork,,,,False,False,True
University College Cork,OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Percentage of cleaning product spend that meets other qualifying sustainability criteria,,14.29,cork,,,,False,False,True
University College Cork,OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Percentage of cleaning product spend that meets preferable sustainability criteria,,84.41,cork,,,,False,False,True
University College Cork,OP-10,Purchased Goods,Operations,Environmental,10.2 Percentage of electronics spend that meets sustainability criteria,,Percentage of electronics spend that meets other qualifying sustainability criteria,,42.16,cork,,,,False,False,True
University College Cork,OP-10,Purchased Goods,Operations,Environmental,10.2 Percentage of electronics spend that meets sustainability criteria,,Percentage of electronics spend that meets preferable sustainability criteria,,0.0,cork,,,,False,False,True
University College Cork,OP-10,Purchased Goods,Operations,Environmental,10.1 Percentage of cleaning products spend that meets sustainability criteria,,Total annual spend on cleaning products,,103000.0,cork,,,,False,False,True
University College Cork,OP-10,Purchased Goods,Operations,Environmental,10.2 Percentage of electronics spend that meets sustainability criteria,,Total annual spend on electronics,,4764411.99,cork,,,,False,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Annual construction and demolition waste generated,Metric tons,6914.08,cork,GRI 306,306-3,component,True,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Annual non-hazardous waste generated,Metric tons,520.0,cork,GRI 306,306-3,partial,True,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Annual non-hazardous waste generated per person,Kilograms,20.17,cork,,,,False,True,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.2 Non-hazardous waste generated per square meter,,Annual non-hazardous waste generated per unit of floor area,Kilograms per square meter,1.84,cork,,,,False,True,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Construction and demolition waste disposed of to a landfill or incinerator,Metric tons,76.13,cork,GRI 306,306-5,component,True,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Construction and demolition waste prepared for reuse,Metric tons,1162.73,cork,,,,False,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Construction and demolition waste recycled,Metric tons,5675.22,cork,GRI 306,306-4,component,True,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Estimated percentage of non-hazardous waste disposed of to a landfill or incinerator that is disposed of to a waste-to-energy (WTE) facility,,100.0,cork,,,,False,False,False
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Full-time equivalent of employees,,3643.0,cork,,,,False,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Full-time equivalent student enrollment,,22137.0,cork,,,,False,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Full-time equivalent students and employees,,25780.0,cork,,,,False,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.2 Non-hazardous waste generated per square meter,,Gross floor area of building space,Square meters,282364.0,cork,,,,False,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Non-hazardous waste composted,Metric tons,59.0,cork,GRI 306,306-4,component,True,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Non-hazardous waste disposed of to a landfill or incinerator,Metric tons,278.0,cork,GRI 306,306-5,component,True,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Non-hazardous waste prepared for reuse,Metric tons,0.0,cork,GRI 306,306-4,component,True,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Non-hazardous waste recycled,Metric tons,183.0,cork,GRI 306,306-4,component,True,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Percentage of construction and demolition waste diverted from disposal,,98.9,cork,,,,False,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.3 Percentage of non-hazardous waste diverted from disposal,,Percentage of non-hazardous waste diverted from disposal,,46.54,cork,,,,False,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.4 Percentage of construction and demolition waste diverted from disposal,,Total construction and demolition waste diverted from disposal,Metric tons,6837.95,cork,GRI 306,306-4,component,True,False,True
University College Cork,OP-12,Waste Generation and Recovery,Operations,Environmental,12.1 Non-hazardous waste generated per person,,Total non-hazardous waste diverted from disposal,Metric tons,242.0,cork,GRI 306,306-4,component,True,False,True
University College Cork,OP-13,Vehicle Fleet,Operations,Environmental,13.1 Percentage of fleet vehicles that are electric vehicles,,"Number of cars, vans, trucks, and buses in the institution’s fleet that are plug-in hybrid electric vehicles (PHEVs)",,0.0,cork,,,,False,False,True
University College Cork,OP-13,Vehicle Fleet,Operations,Environmental,13.1 Percentage of fleet vehicles that are electric vehicles,,"Number of cars, vans, trucks, and buses in the institution’s fleet that are zero emission vehicles (ZEVs)",,8.0,cork,,,,False,False,True
University College Cork,OP-13,Vehicle Fleet,Operations,Environmental,13.1 Percentage of fleet vehicles that are electric vehicles,,Percentage of fleet vehicles that are electric vehicles,,33.33,cork,,,,False,False,True
University College Cork,OP-13,Vehicle Fleet,Operations,Environmental,13.1 Percentage of fleet vehicles that are electric vehicles,,"Total number of cars, vans, trucks, and buses in the institution’s fleet",,24.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,14.1 Percentage of students and employees using more sustainable commuting options,,Full-time equivalent of employees,,3643.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,14.1 Percentage of students and employees using more sustainable commuting options,,Full-time equivalent student enrollment,,22137.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Employee commuting data,"Percentage of employees that commute by bus, shuttle, or ferry",,7.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Employee commuting data,Percentage of employees that commute by carpool or vanpool,,3.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Employee commuting data,Percentage of employees that commute by cycling or another micro-mobility option,,12.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Employee commuting data,Percentage of employees that commute by rail,,3.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Employee commuting data,Percentage of employees that commute by walking or the equivalent,,14.5,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Employee commuting data,"Percentage of employees that commute using single-occupancy car, van, or truck",,52.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,14.1 Percentage of students and employees using more sustainable commuting options,,Percentage of employees that use more sustainable commuting options,,52.6,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,"Percentage of students that commute by bus, shuttle, or ferry",,24.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by carpool or vanpool,,6.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by cycling or another micro-mobility option,,3.5,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by rail,,7.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,Percentage of students that commute by walking or the equivalent,,30.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,Optional documentation,Student commuting data,"Percentage of students that commute using single-occupancy car, van, or truck",,26.0,cork,,,,False,False,True
University College Cork,OP-14,Commute Modal Split,Operations,Environmental,14.1 Percentage of students and employees using more sustainable commuting options,,Percentage of students that use more sustainable commuting options,,85.0,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings individually assessed for energy performance,Square meters,176444.0,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings individually assessed for indoor environmental quality (IEQ) performance,Square meters,0.0,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings managed or individually assessed for water performance,Square meters,127601.0,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings managed under a green cleaning program,Square meters,282364.0,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Floor area of existing buildings third party certified to a green building standard that addresses operations and maintenance,Square meters,0.0,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Gross floor area of existing building space,Square meters,282364.0,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings assessed for IEQ performance,,0.0,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings assessed for energy performance,,62.49,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings managed or assessed for water performance,,45.19,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings managed under a green cleaning program,,100.0,cork,,,,False,False,True
University College Cork,OP-2,Building Operations and Maintenance,Operations,Environmental,2.1 Percentage of existing buildings managed for sustainability performance,,Percentage of existing buildings third party certified to a green building standard that addresses operations and maintenance,,0.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Annual potable water use,Cubic meters,54153.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Annual potable water use per person,Liters,2100.58,cork,,,,False,True,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.2 Potable water use per square meter,,Annual potable water use per unit of floor area,Liters per square meter,191.78,cork,,,,False,True,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.4 Ratio of water recovered/returned to total water withdrawal,,Annual volume of water recovered and/or returned,Cubic meters,0.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Full-time equivalent of employees,,3643.0,cork,,,,False,False,True
