url,institution,credit_code,field,original_name,local_file,bytes,status,note,extract_status,text_chars
https://www.ucc.ie/en/media/support/edi/athenaswan/UCC2024-9ASActionPlan.pdf,University College Cork,PA-6,"Narrative and/or website URL providing an overview of the institution’s programs, initiatives, and networks for students that identify as members of marginalized racial, ethnic, and/or Indigenous groups",UCC2024-9ASActionPlan.pdf,5d375cf3b3a6dc9d.pdf,2634726,downloaded,application/pdf,no_text_layer,0
https://www.ucc.ie/en/media/support/edi/edidocuments/UCCRaceEqualityActionPlan(REAP)2026%E2%80%932028.pdf,University College Cork,PA-6,"Narrative and/or website URL providing an overview of the institution’s programs, initiatives, and networks for students that identify as members of marginalized racial, ethnic, and/or Indigenous groups",UCCRaceEqualityActionPlan(REAP)2026–2028.pdf,385aaea3b399e16d.pdf,22638051,downloaded,application/pdf,ok,32843
https://www.ucc.ie/en/media/academic/schoolofenglish/SupportTreeInfographic.pdf,University College Cork,PA-6,"Narrative and/or website URL providing an overview of the institution’s programs, initiatives, and networks for students that identify as members of marginalized racial, ethnic, and/or Indigenous groups",SupportTreeInfographic.pdf,2c6127772fd30260.pdf,252384,downloaded,application/pdf,ok,1392
https://www.ucc.ie/en/media/support/edi/edidocuments/AnnualReport2024_25PSD.pdf,University College Cork,PA-6,Online resource where the results of the institution’s institutional climate assessments are publicly available,AnnualReport2024_25PSD.pdf,4b9cd4002a6590e8.pdf,3221994,downloaded,application/pdf,ok,113268
https://www.ucc.ie/en/media/aboutucc/presidentx27soffice2024/plansandreports/uccreportspdfs/V3EDIGenderPayGapReport2025.pdf,University College Cork,PA-8,Notes about the information provided for this credit,V3EDIGenderPayGapReport2025.pdf,821e8cac6de084fd.pdf,1646144,downloaded,application/pdf,ok,32760
https://udlguidelines.cast.org/static/udlg_graphicorganizer_v2-2_numbers-no.pdf,University College Cork,IL-58,Narrative and/or website providing information about the institution’s universal design guidelines or principles,udlg_graphicorganizer_v2-2_numbers-no.pdf,7c9af48810802d94.pdf,433745,downloaded,application/pdf,ok,2370
https://www.glucksman.org/content/files/Files_Policies/StrategicPlan2024-2029.pdf?v=1746108945,University College Cork,IL-65,Narrative and/or website URL providing an overview of the innovation,StrategicPlan2024-2029.pdf,43c083caa178695e.pdf,2826168,downloaded,application/pdf,ok,16973
https://assets.gov.ie/static/documents/irelands-voluntary-national-review-2023.pdf,University College Cork,IL-66,Narrative and/or website URL providing an overview of the innovation,irelands-voluntary-national-review-2023.pdf,28874e6bf3b6762f.pdf,8730766,downloaded,application/pdf,ok,924042
https://www.tudublin.ie/media/website/explore/about-the-university/strategic-plan/documents/Strategic-Plan-2024-2028-FINAL.pdf,Technological University Dublin,PRE-2,"Narrative and/or website URL providing an overview of the third featured program initiative, or accomplishment",Strategic-Plan-2024-2028-FINAL.pdf,701017231575494a.pdf,2007336,downloaded,application/pdf,ok,20156
https://www.tudublin.ie/media/website/explore/about-the-university/equality-and-diversity/TU-Dublin-Strategic-Intent-2030.pdf,Technological University Dublin,AC-2,Text of each institutional learning outcome for undergraduate students that qualifies as sustainability-focused,TU-Dublin-Strategic-Intent-2030.pdf,7d51c233536dace6.pdf,2437030,downloaded,application/pdf,ok,17780
https://www.tudublin.ie/media/website/explore/about-the-university/academic-affairs/quality-framework/documents/Graduate-Attributes-V1.pdf,Technological University Dublin,AC-2,Text of each institutional learning outcome for undergraduate students that qualifies as sustainability-focused,Graduate-Attributes-V1.pdf,df308605a9fedf5e.pdf,759477,downloaded,application/pdf,ok,9702
https://edu.sulitest.org/files/source/Case%20Study_TUDublin_Final.pdf,Technological University Dublin,AC-5,Description of the process through which academic staff were involved in developing and/or adopting the methodologies used to assess sustainability literacy,Case Study_TUDublin_Final.pdf,1af3f64b415f428b.pdf,752923,downloaded,application/pdf,ok,13926
https://www.tudublin.ie/media/website/research/images/TU-Dublin-Research--Innovation-Strategy-Final-Landscape.pdf,Technological University Dublin,AC-7,List and description of the institution’s sustainability research units,TU-Dublin-Research--Innovation-Strategy-Final-Landscape.pdf,a201dfaffa2e0b52.pdf,2359201,downloaded,application/pdf,ok,43058
https://www.tudublin.ie/media/website/research/postgraduate-research/graduate-research-school/documents/TU-Dublin-Code-of-Conduct-for-Research-Integrity.pdf,Technological University Dublin,AC-8,Online location of the institution’s ethical code of conduct for research,TU-Dublin-Code-of-Conduct-for-Research-Integrity.pdf,6bb3569b43e3ae09.pdf,1341066,downloaded,application/pdf,ok,53829
https://hea.ie/assets/uploads/2024/11/TU-Dublin-Performance-Agreement-2024%E2%80%932028.pdf,Technological University Dublin,AC-8,Description or text of the promotion/tenure guidelines or policies that explicitly recognize integrated research,TU-Dublin-Performance-Agreement-2024–2028.pdf,,0,error,HTTP 404,not_downloaded,0
https://www.tudublin.ie/media/website/explore/about-the-university/academic-affairs/quality-framework/tallaght-qa/BOOK3_Research_Degree_Programme_Quality_Manual.pdf,Technological University Dublin,AC-8,Description or text of the promotion/tenure guidelines or policies that explicitly recognize integrated research,BOOK3_Research_Degree_Programme_Quality_Manual.pdf,,0,error,HTTP 404,not_downloaded,0
https://www.tudublin.ie/media/website/explore/policies-and-forms/research-and-innovation/TU-Dublin-Research-Ethics-Policy-REP03-Approved.pdf,Technological University Dublin,AC-8,Description or text of the promotion/tenure guidelines or policies that explicitly recognize integrated research,TU-Dublin-Research-Ethics-Policy-REP03-Approved.pdf,214dc9d6e88e76a4.pdf,743048,downloaded,application/pdf,ok,24126
https://www.tudublin.ie/media/website/explore/policies-and-forms/research-and-innovation/TU-Dublin-Research-Integrity-Policy-REP04-Approved.pdf,Technological University Dublin,AC-8,Description or text of the promotion/tenure guidelines or policies that explicitly recognize community-based research,TU-Dublin-Research-Integrity-Policy-REP04-Approved.pdf,,0,error,HTTP 404,not_downloaded,0
https://arrow.tudublin.ie/open_access_policy.pdf,Technological University Dublin,AC-8,Text or online location of the institution’s open access policies,open_access_policy.pdf,5dcb4feefa3a749c.pdf,1539077,downloaded,application/pdf,no_text_layer,0
https://www.tudublin.ie/media/website/explore/policies-and-forms/research-and-innovation/REP05-TU-Dublin-Authorship-and-Publication-Policy.pdf,Technological University Dublin,AC-8,Text or online location of the institution’s open access policies,REP05-TU-Dublin-Authorship-and-Publication-Policy.pdf,5357d67f0e7f091d.pdf,726976,downloaded,application/pdf,ok,25702
https://www.tudublin.ie/media/website/explore/foi/documents/TU-Dublin-Annual-Report-2022.pdf,Technological University Dublin,EN-3,Narrative outlining how employee participation in the institution’s sustainability activities was determined,TU-Dublin-Annual-Report-2022.pdf,,0,error,HTTP 404,not_downloaded,0
https://www.tudublin.ie/media/website/explore/about-the-university/sustainability/documents/TU-Dublin-Travel-Survey-2022.pdf,Technological University Dublin,EN-3,Narrative outlining how employee participation in the institution’s sustainability activities was determined,TU-Dublin-Travel-Survey-2022.pdf,5a2c607798bdf2d7.pdf,5056016,downloaded,application/pdf,ok,26274
https://assets.gov.ie/290392/2f64c07e-5eb2-4a7c-a5f8-78d1d9ce3ede.pdf,Technological University Dublin,EN-5,Narrative outlining how individuals affiliated with the institution have helped develop local or regional public policies that address sustainability challenges,2f64c07e-5eb2-4a7c-a5f8-78d1d9ce3ede.pdf,f8c6316eae5d2a15.pdf,3272069,downloaded,application/pdf,ok,463126
https://www.dublincity.ie/sites/default/files/2023-02/Final%20Vol%201%20Written%20Statement.pdf,Technological University Dublin,EN-5,Narrative outlining how individuals affiliated with the institution have helped develop local or regional public policies that address sustainability challenges,Final Vol 1 Written Statement.pdf,3308e08928fa40af.pdf,20626427,downloaded,application/pdf,ok,1474407
https://www.tudublin.ie/media/TU_Ph2a_CovidMob_BusinessCMR_IssDLR0223Fl.pdf,Technological University Dublin,EN-5,Narrative outlining how individuals affiliated with the institution have helped develop local or regional public policies that address sustainability challenges,TU_Ph2a_CovidMob_BusinessCMR_IssDLR0223Fl.pdf,f20257370b3fd439.pdf,2231106,downloaded,application/pdf,ok,50408
https://assets.gov.ie/298531/f2405ad1-a787-44a4-93fa-1a883d0fdfbd.pdf,Technological University Dublin,EN-5,Narrative outlining how individuals affiliated with the institution have helped develop national or international public policies that address sustainability challenges,f2405ad1-a787-44a4-93fa-1a883d0fdfbd.pdf,c07b07d833062731.pdf,2679603,downloaded,application/pdf,ok,46492
https://assets.gov.ie/290306/8485fcb6-c3ed-4878-aefc-6a61b6634404.pdf,Technological University Dublin,EN-5,Narrative outlining how individuals affiliated with the institution have helped develop national or international public policies that address sustainability challenges,8485fcb6-c3ed-4878-aefc-6a61b6634404.pdf,17a14239d5b9344f.pdf,2383743,downloaded,application/pdf,ok,129754
https://www.tudublin.ie/media/documents/Approaches-and-models-of-partnership-working.pdf,Technological University Dublin,EN-6,Online resource that includes the institution’s community partnership guidelines,Approaches-and-models-of-partnership-working.pdf,9b1553f31d2d88a5.pdf,2999008,downloaded,application/pdf,ok,335222
https://www.tudublin.ie/media/website/explore/about-the-university/sustainability/documents/Climate-Action-Roadmap-June-2024-web.pdf,Technological University Dublin,OP-1,List and description of building and renovation projects completed within the previous five years,Climate-Action-Roadmap-June-2024-web.pdf,92ece7403bdb1a81.pdf,4774767,downloaded,application/pdf,ok,123806
https://cms.eirgrid.ie/sites/default/files/publications/System-and-Renewable-Data-Summary-Report-September-2024.xlsx,Technological University Dublin,OP-5,Description of the uncertified off-site renewable sources of electricity,System-and-Renewable-Data-Summary-Report-September-2024.xlsx,b622d08670a0f0f1.xlsx,592592,downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,ok,307814
https://assets.gov.ie/294685/3de4b66e-ff15-410e-9211-260e08d93b14.pdf,Technological University Dublin,OP-5,Description of the certified bioenergy products,3de4b66e-ff15-410e-9211-260e08d93b14.pdf,3d5df59f6795b7b2.pdf,691413,downloaded,application/pdf,ok,112387
https://www.tudublin.ie/media/website/explore/foi/documents/TU--Dublin-Procurement-Policy-(21.11.23)-(1).pdf,Technological University Dublin,OP-9,Online location of the institution’s supplier code of conduct,TU--Dublin-Procurement-Policy-(21.11.23)-(1).pdf,fc50fea06a76bed3.pdf,1053868,downloaded,application/pdf,ok,23013
https://www.tudublin.ie/media/website/for-staff/health-and-safety/documents/Radiation-Protection-Advisory-Committee---Terms-of-Reference-v3---Feb-2023_2024-04-29_7-01.pdf,Technological University Dublin,OP-11,Narrative and/or website URL providing an overview of the institution’s hazardous waste management program or protocol,Radiation-Protection-Advisory-Committee---Terms-of-Reference-v3---Feb-2023_2024-04-29_7-01.pdf,0a089b3a7b0a5fea.pdf,121675,downloaded,application/pdf,ok,9336
https://www.tudublin.ie/media/website/explore/about-the-university/strategic-plan/creating-impact/documents/TU-Dublin-UN-Sustainability-Goals-Progress-Report-2020.pdf,Technological University Dublin,PA-2,Narrative and/or website URL outlining the institution’s external sustainability commitments that include a reporting requirement,TU-Dublin-UN-Sustainability-Goals-Progress-Report-2020.pdf,6a9fc5c4ea0c7c8e.pdf,936732,downloaded,application/pdf,ok,37362
https://www.tudublin.ie/media/website/explore/about-the-university/strategic-plan/creating-impact/documents/TU-Dublin-UN-Sustainability-Goals-Progress-Report-2021.pdf,Technological University Dublin,PA-2,Narrative and/or website URL outlining the institution’s external sustainability commitments that include a reporting requirement,TU-Dublin-UN-Sustainability-Goals-Progress-Report-2021.pdf,2d959c7ef43d1313.pdf,1248549,downloaded,application/pdf,ok,85438
https://www.tudublin.ie/media/website/explore/about-the-university/equality-and-diversity/documents/AthenaSwan_-Action-Plan.pdf,Technological University Dublin,PA-2,Narrative listing the institution’s measurable sustainability objectives that address racial equity and/or social justice,AthenaSwan_-Action-Plan.pdf,7e2f6a83c175608a.pdf,182471,downloaded,application/pdf,ok,56951
https://www.tudublin.ie/media/website/explore/about-the-university/sustainability/documents/TU-Dublin-Sustainability-Statement-UET-April-2022-Rev1.pdf,Technological University Dublin,PA-2,Narrative listing the institution’s measurable sustainability objectives that address administration and/or finance,TU-Dublin-Sustainability-Statement-UET-April-2022-Rev1.pdf,91ed1287d980d893.pdf,197418,downloaded,application/pdf,ok,9573
https://www.tudublin.ie/media/website/explore/about-the-university/strategic-plan/creating-impact/documents/TU-Dublin-Climate-Action-Plan-November-2020.pdf,Technological University Dublin,PA-2,Narrative listing the institution’s measurable sustainability objectives that address administration and/or finance,TU-Dublin-Climate-Action-Plan-November-2020.pdf,282dc4ede543cbc3.pdf,685040,downloaded,application/pdf,ok,4635
https://tudublinsu.ie/system/files/file-uploads/2024-07/tu-dublin-su-constitution-1st-july-2023.pdf,Technological University Dublin,PA-3,Narrative and/or website URL outlining the ongoing bodies through which students can democratically participate in the governance of the institution,tu-dublin-su-constitution-1st-july-2023.pdf,8deb3a07d0f26571.pdf,498303,downloaded,application/pdf,ok,98496
https://www.tudublin.ie/media/website/explore/governance-and-compliance/documents/TU-Dublin-Governing-Body-Membership-(17-Jan-2025).pdf,Technological University Dublin,PA-3,Narrative and/or website URL outlining the ongoing bodies through which students can democratically participate in the governance of the institution,TU-Dublin-Governing-Body-Membership-(17-Jan-2025).pdf,,0,error,HTTP 404,not_downloaded,0
https://www.tudublin.ie/media/website/explore/about-the-university/governance/documents/TU-Dublin-Governing-Body-Membership-(02-Sept-2024).pdf,Technological University Dublin,PA-3,Narrative and/or website URL outlining academic staff representation on the institution’s highest decision-making body,TU-Dublin-Governing-Body-Membership-(02-Sept-2024).pdf,,0,error,HTTP 404,not_downloaded,0
https://www.tudublin.ie/media/website/explore/about-the-university/academic-affairs/documents/AQAEC-Terms-of-Reference-V-1.1.pdf,Technological University Dublin,PA-3,"Description of other mechanisms used to consult academic staff on institutional decisions, plans, or policies",AQAEC-Terms-of-Reference-V-1.1.pdf,5ed7b8fdbf1acc53.pdf,707771,downloaded,application/pdf,ok,26357
https://www.tudublin.ie/media/website/for-staff/human-resources/HRP037.pdf,Technological University Dublin,PA-6,"Narrative and/or website URL providing an overview of the institution’s programs, initiatives, and networks for employees with disabilities",HRP037.pdf,075c792bd688feb8.pdf,409303,downloaded,application/pdf,ok,20524
https://www.qqi.ie/sites/default/files/2021-09/tu-dublin-cinnte-institutional-profile-2021.pdf,Technological University Dublin,PA-6,Description of the methodology used to assess institutional climate,tu-dublin-cinnte-institutional-profile-2021.pdf,a495b783b12a82b8.pdf,40253142,downloaded,application/pdf,ok,86589
https://studentsurvey.ie/sites/default/files/2024-01/StudentSurvey.ie%202023_TUDublin.pdf,Technological University Dublin,PA-6,Description of the methodology used to assess institutional climate,StudentSurvey.ie 2023_TUDublin.pdf,9e0c3b0dc374a58c.pdf,357485,downloaded,application/pdf,ok,17576
https://www.tudublin.ie/media/website/for-staff/human-resources/people-dev/prof-dev/documents/Staff-Supports-%281%29.pdf,Technological University Dublin,PA-11,Narrative and/or website URL providing an overview of the institution’s behavioral health services for employees,Staff-Supports-(1).pdf,,0,error,HTTP 404,not_downloaded,0
https://www.tudublin.ie/media/website/policies-and-forms/health-amp-safety/Smoking-Policy-for-TU-Dublin-City-Campus-May-2019.pdf,Technological University Dublin,PA-11,Narrative and/or website URL providing an overview of the institution’s smoke-free policies,Smoking-Policy-for-TU-Dublin-City-Campus-May-2019.pdf,,0,error,HTTP 404,not_downloaded,0
https://www.tudublin.ie/media/intranet/hr/policies/Maternity-Leave-HRP021-22.05.24.pdf,Technological University Dublin,PA-12,Narrative and/or website URL providing an overview of the maternity leave options available to employees,Maternity-Leave-HRP021-22.05.24.pdf,,24263,error,"got HTML, expected a document",not_downloaded,0
https://www.tudublin.ie/media/website/explore/about-the-university/gender-pay-gap/Gender-Pay-Gap-Report-2023-FINALv1.pdf,Technological University Dublin,PA-13,Online resource where the results of the institution’s internal pay equity assessments are available,Gender-Pay-Gap-Report-2023-FINALv1.pdf,6c7b8ee2810f920b.pdf,4789426,downloaded,application/pdf,ok,6532
https://www.tudublin.ie/media/website/for-staff/human-resources/salary-scales/Salary-Scales---01.10.2024.pdf,Technological University Dublin,PA-13,Narrative outlining the forms of remuneration included in the living wage calculations,Salary-Scales---01.10.2024.pdf,7f5414b1ebcb6d6f.pdf,292963,downloaded,application/pdf,ok,5439
https://www.tudublin.ie/media/website/for-staff/human-resources/Revised-Research-salary-scales-wef-01.10.2023.pdf,Technological University Dublin,PA-13,Narrative outlining the forms of remuneration included in the living wage calculations,Revised-Research-salary-scales-wef-01.10.2023.pdf,,0,error,HTTP 404,not_downloaded,0
https://www.seai.ie/sites/default/files/publications/Public-Sector-Annual-Report-2023-English.pdf,Technological University Dublin,IL-31,Narrative and/or website URL providing information about the third party verification of the institution’s GHG inventory,Public-Sector-Annual-Report-2023-English.pdf,597bdfc1499f293c.pdf,7974629,downloaded,application/pdf,ok,134349
https://reports.aashe.org/media/secure/443/9/842/8914/STARS_3.0_Executive_letter.pdf,"University of California, Berkeley",PRE-1,Executive cover letter,STARS_3.0_Executive_letter.pdf,fb7879110e9e06f2.pdf,572780,downloaded,application/pdf,ok,3888
https://reports.aashe.org/media/secure/443/9/846/8950/Final_STARS_Course__Department_File_2024.2.10.2024.xlsx,"University of California, Berkeley",AC-1,Annotated list or inventory of the institution’s sustainability course offerings by department,Final_STARS_Course__Department_File_2024.2.10.2024.xlsx,6e03df9e33a2d18a.xlsx,1227402,downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,ok,3248404
https://reports.aashe.org/media/secure/443/9/846/8955/2005_Campus_Sustainability_Assessment.pdf,"University of California, Berkeley",AC-1,Publication where the institution’s sustainability course listings are maintained,2005_Campus_Sustainability_Assessment.pdf,82ff0adeaf31eb2e.pdf,4886739,downloaded,application/pdf,ok,272115
https://reports.aashe.org/media/uploads/test_cases/UCB_Sustainability_Learning_Outcomes_AY_2020-21_to_2022-23_YDcnrUK_Updated.xlsx,"University of California, Berkeley",AC-2,Publication detailing the institutional learning outcomes for undergraduate students,UCB_Sustainability_Learning_Outcomes_AY_2020-21_to_2022-23_YDcnrUK_Updated.xlsx,,0,error,HTTP 404,not_downloaded,0
