institution,credit_code,category,pillar,credit_name,section,field,value,units,value_numeric,value_type
Technological University Dublin,EN-4,EN,Context,Sustainability Culture Assessment,,Points earned for indicator EN 4.1,1,,1.0,number
Technological University Dublin,EN-4,EN,Context,Sustainability Culture Assessment,,"Percentage of students assessed for sustainability culture, either directly or by representative sample",75 to 100,,,text
Technological University Dublin,EN-4,EN,Context,Sustainability Culture Assessment,,Description of the process used to measure or estimate the percentage of students assessed for sustainability culture,"Sustainability orientation sessions are delivered to 5,400 new students (Ref1) which represent all (100%) new students. As part of their orientation over 5,400 first year students participated in 30 individual interactive sustainability workshops and were invited to partake in a survey of their knowledge of the Sustainable Development Goals (SDGs). URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/sustainability-orientation-sessions-delivered-to-5400-tu-dublin-students-.php",,,text_long
Technological University Dublin,EN-4,EN,Context,Sustainability Culture Assessment,,Points earned for indicator EN 4.2,1,,1.0,number
Technological University Dublin,EN-4,EN,Context,Sustainability Culture Assessment,,"Percentage of employees assessed for sustainability culture, either directly or by representative sample",0,,0.0,number
Technological University Dublin,EN-4,EN,Context,Sustainability Culture Assessment,,Description of the process used to measure or estimate the percentage of employees assessed for sustainability culture,,,,not_reported
Technological University Dublin,EN-4,EN,Context,Sustainability Culture Assessment,,Points earned for indicator EN 4.3,0,,0.0,number
Technological University Dublin,EN-4,EN,Context,Sustainability Culture Assessment,,Notes about the information provided for this credit,,,,not_reported
Technological University Dublin,EN-4,EN,Context,Sustainability Culture Assessment,,Additional documentation for this credit,,,,not_reported
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Does the institution have one or more programs to support student civic engagement?,Yes,,,boolean
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Narrative and/or website URL providing an overview of the institution’s civic engagement programs for students,"Examples of community service opportunities for our students include: (i) Student Society and Sports Club committees who run student groups for other students' benefit (Ref1); (ii) Student Societies (Ref2, Ref3) who are primarily engaged in volunteering and social enterprise which include our TU Dublin St. Vincent de Paul (SVP) Society (Ref4), TU Dublin Environmental Planning Society (Ref5), TU Dublin Enactus Society (Ref6) - which receives a lot of support from our GrowthHub (Ref7); (iii) Student Volunteering Programme are facilitated through the Student Volunteering platform (Ref8, Ref9); (iv) Students' Union volunteering programme include Student Class Representative (Ref10, Ref11); (v) TU Dublin Peer Mentoring Programme (Ref12, Ref13); and (vi) TU Dublin Communities of Practices (Ref14) URL References: Ref1: https://www.tudublin.ie/for-students/student-life/sport/sports-clubs/ Ref2: https://www.tudublin.ie/for-students/student-life/societies/ Ref3: https://societies.tudublin.ie/ Ref4: https://societies.tudublin.ie/societies/svpcitycampus Ref5: https://societies.tudublin.ie/societies/environment,planningandsustainabilitysociety Ref6: https://societies.tudublin.ie/societies/enactussocietycitycampus Ref7: https://www.tudublin.ie/connect/partnering-with-us/growthhub/ Ref8: https://www.tudublin.ie/for-students/student-life/student-volunteering/ Ref9: https://www.studentvolunteer.ie/tudublin/ Ref10: https://www.tudublin.ie/explore/about-the-university/academic-affairs/enhancing-student-engagement-in-quality-enhancement/our-student-voice/resources-for-students/being-a-class-representative/ Ref11: https://tudublinsu.ie/your-voice/class-reps Ref12: https://www.tudublin.ie/for-students/student-services-and-support/student-wellbeing/pastoral-care-chaplaincy/peer-mentoring/ Ref13: https://www.tudublin.ie/connect/communities/slwc/community-engaged-research-and-learning/ Ref14: https://www.tudublin.ie/explore/about-the-university/academic-affairs/lta/communities-of-practice/",,,text_long
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Percentage of students that participate in community service and/or other civic engagement programs annually,1 to 9,,,text
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Approach used to determine the percentage of students that participate in civic engagement programs annually,Conservative estimate based on mixed/limited data sources,,,text
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Narrative outlining how student participation in civic engagement programs was determined,"In the academic year 2023-2024, about 1908 students engaged in community activities through (i) 373 students participating to TU Dublin student volunteering programmes (Ref1), (ii) 685 students are Sports clubs and Societies Committee members, (iii) 150 students are Peer Mentors, and (iv) 700 students are class representatives. Among 10 out of 16 Sustainability Community of Practices (Ref2) and commitees, we account for 36 distinctive students, which extrapolated to the 16 groups leads to about 58 students. The population of students engaged in community activities is then estimated to about 2,000 FTE students out a student population of 22,841 FTE students, which is ~9% the student population. URL References: Ref1: www.studentvolunteer.ie/tudublin Ref2: https://www.tudublin.ie/explore/about-the-university/academic-affairs/lta/communities-of-practice/",,,text_long
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Points earned for indicator EN 5.1,0.50,,0.5,number
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Does the institution have one or more programs designed to support employee community service?,Yes,,,boolean
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Narrative and/or website URL providing an overview of the institution’s programs to support employee community service,"Employee Community Groups (Ref1): These are voluntary, employee-led groups formed to provide support, networking, and development opportunities for employees who share common characteristics, interests, or experiences. They foster a sense of community and encourage participation in various initiatives. Community Gardens (ref2): TU Dublin maintains community gardens where staff can engage in gardening and sustainability activities. These gardens serve as spaces for employees to meet, share skills, and reconnect with nature, contributing to community development. URL References: Ref1: https://www.tudublin.ie/intranet/people-organisation-culture/employee-engagement/belonging-inclusion/employee-community-groups/ Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/societal-engagement/community-gardens/",,,text_long
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Does the institution support employees volunteering for community organizations during regular work hours?,Yes,,,boolean
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Narrative and/or website URL providing an overview of the institution’s support for community volunteering during regular work hours,"TU Dublin supports employee volunteering during regular work hours, including participation in sustainability and biodiversity initiatives. Notable events include: Biodiversity Action on the Tallaght Campus (Ref1): TU Dublin students and staff led a tree-planting event on the Tallaght campus to promote biodiversity. This event aligned with the ""Active Citizenship"" module, developed as part of the HEA-funded Transform EDU project. The project aims to integrate sustainability into the university experience by involving students and staff in practical environmental stewardship. Planting Stepping Stone Forests (Ref2): In partnership with Stepping Stone Forests, TU Dublin organized tree-planting events across its campuses, creating mini-forests with native trees and shrubs. This initiative supports urban reforestation and is part of TU Dublin's commitment to environmental sustainability. URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/tu-dublin-students-and-staff-lead-action-for-biodiversity-on-the-tallaght-campus.php Ref2: https://steppingstoneforests.org/school-tree-planting/",,,text_long
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Points earned for indicator EN 5.2,1,,1.0,number
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Have one or more individuals affiliated with the institution helped develop public policies that address sustainability challenges within the previous three years?,Yes,,,boolean
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Narrative outlining how individuals affiliated with the institution have helped develop local or regional public policies that address sustainability challenges,"Dr. Lorraine D'Arcy, project lead in TU Dublin Sustainability Office, helped develop the following local and regional policies on Sustainable Transport: - Lorraine is a member of the Irish Physical Activity Research Collaboration (I-PARC) project (Ref1) that contributes to the update of the National Physical Activity Plan (Ref2) - Lorraine worked with the Dun-Laoghaire Rathdown County Council (DLRCC) to develop an evaluation framework to define what data needs to be collected for monitoring and analysis used for the ""Moving Together"" strategy ""A Strategic Approach to the Improved Efficiency of the Transport System in Ireland"" from the Department of Transport (Ref3) - Lorraine contributes to the Local Area Plans (LAPs) for the National Development Plan (NDP) (Ref4). TU Dublin Sustainability Office, Estates and Campus Planning members work daily with the Grangegroman Development Agency for the sustainabile development of the Grangegorman campus that is a Strategic Development Zone (SDZ). - Lorraine was a speaker at the launch of the ""Climate Neutral Dublin 2030"" Climate Action Plan (CAP); (Ref5) - One of Lorraine D'Arcy project is also one of the founders of Campuses Role as Actors in Walkable and Livable Communities (CRAWL). CRAWL is funded under the Science Foundation Ireland’s (SFI) National Challenge Fund Sustainable Communities Challenge and supported by the Office of the Planning Regulator as our Societal Impact Champion. CRAWL aims to engage TU Dublin’s community and campus stakeholders in order to understand barriers and provide opportunities to make campuses and their surrounding neighbourhoods more walkable and liveable (Ref6). CRAWL organises think-in with communities for the development of local policies (Ref7). Dr. Sarah Rock and David O’Connor in TU Dublin worked with Dún Laoghaire-Rathdown County Council in this Coastal Mobility Project. Phase 1 of the study focused on an interim mobility-based analysis of the Coastal Mobility Route (CMR) only (as well as a socio-economic study of Blackrock Village) and did not include a wider socio-economic or environmental analysis of the CMR. Phase 2 of the research is intended to include a wider socio-economic review of the CMR, of which this study is a component part. The wider assessment, will feed into a developing knowledge base of the impacts of urban cycleways/greenways within Ireland; as well as temporary active travel interventions (Ref8). The CMR was designed and implemented as a rapid-build and temporary intervention in the summer of 2020 as part of Dún Laoghaire-Rathdown County Council’s (DLR’s) ‘Covid-19 Mobility & Public Realm Works’ project. The project was as an immediate response to some of the challenges the Covid-19 pandemic brought to local economies/villages and the transport network. Dr. Michelle Giltrap (Ref9) research on climate action, particularly within the context of sustainable seafood and pollution related practices, has been influential in shaping environmental policies. Her published reports have contributed to those developed by the Marine Institute for the Marine Strategy Framework Directive. Her innovative approaches to reducing carbon emissions have earned her recognition as a leader in climate action, ecotoxicology and in the biological effects of chemical pollutants, nanomaterials and microplastics on the environment. She is co-Chair of the International Council for Exploration of the Sea working group on biological effects of contaminants. URL References: Ref1: https://i-parc.ie/i-parc-team/ Ref2: https://www.gov.ie/en/publication/bed30-review-of-the-national-physical-activity-plan/ Ref3: https://assets.gov.ie/290392/2f64c07e-5eb2-4a7c-a5f8-78d1d9ce3ede.pdf Ref4: https://www.dublincity.ie/sites/default/files/2023-02/Final%20Vol%201%20Written%20Statement.pdf Ref5: https://www.linkedin.com/posts/lorraine-d-arcy-61449917_agree-hans-zomer-its-wonderful-that-dublin-activity-7173647994238451714-Hoc5/ Ref6: https://www.tudublin.ie/explore/about-the-university/sustainability/strategic-projects/action-research/crawl/ Ref7: https://www.irishtimes.com/environment/2024/02/11/students-with-long-commutes-its-stressful-and-i-feel-tired-but-there-is-no-alternative-for-me/ Ref8: https://www.tudublin.ie/media/TU_Ph2a_CovidMob_BusinessCMR_IssDLR0223Fl.pdf Ref9: https://researchprofiles.tudublin.ie/en/persons/michelle-giltrap-2",,,text_long
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Narrative outlining how individuals affiliated with the institution have helped develop national or international public policies that address sustainability challenges,"TU Dublin helped develop national or international public policies that address sustainability challenges by: - hosting the World Health Organisation (WHO) Transport, Health and Environment Pan-European Programme (THE PEP) meeting that is the first and only international programme designed to integrate environmental and health aspects into transport, mobility and urban planning policies (Ref1) - TU Dublin works with Ireland's Minister/Department of Transport and the National Transport Authority on the development of a National Sustainable Mobility Policy. A National Sustainability Mobility Forum has been organised in May 2024 with TU Dublin speakers Jordana Corrigan and David O'Connor (Ref2). STARS can contact TU Dublin STARS coordinator to request evidence files ""EN 5.3_NSMF 2024 Event Report_20240628.docs"" and ""EN 5.3_Department of Transport_TU Dublin to lead NSMF.pdf"" - The Department of Transport and the Department of Environment, Climate and Communications also invited Dr. Lorraine D'Arcy to talk to the Technical Assistance and Information Exchange instrument of the European Commission (TAIEX-EIR) workshop on measures to reduce air pollution in transport and residential energy (Ref3). STARS can contact TU Dublin STARS coordinator to request evidence files ""EN 5.3_TAIEX-EIR workshop agenda_20240516.docs"" and ""EN 5.3_DECC invitation to present at TAIEX-EIR.pdf"" - TU Dublin (Dr. Lorraine D'Arcy) contributed to the Dublin City Centre Transport Plan (DCCPT): Ref4 - TU Dublin (Dr. Lorraine D'Arcy) presented data on Gender and Transport at the European Parliament: Ref5 - TU Dublin (Dr. Lorraine D'Arcy) collaborated with Transport for Ireland (TFI) and the National Transport Authority (NTA) to conduct a survey for commuting to Universities (Ref6) which contributed to the National Demand Mangement Strategy (Ref7) - TU Dublin's first of it's kind borehole project was the first of its kind in Ireland and provided evidence for the potential of deep borehole renewable energy for Ireland as detailed in the Notes section of Minister Ryan's Policy Statement on Geothermal Energy for a Circular Economy (Ref8 to Ref10). URL References: Ref1: https://www.who.int/europe/initiatives/transport-health-and-environment-pan-european-programme-(the-pep) Ref2: https://assets.gov.ie/298531/f2405ad1-a787-44a4-93fa-1a883d0fdfbd.pdf Ref3: https://webgate.ec.europa.eu/TMSWebRestrict/resources/js/app/#/library/detail/85767 Ref4: https://councilmeetings.dublincity.ie/mgConvert2PDF.aspx?ID=44968 Ref5: https://www.tudublin.ie/research-innovation/news/tu-dublin-lecturer-presents-data-on-gender-and-transport-at-european-parliament.html Ref6: https://www.tudublin.ie/media/website/explore/about-the-university/sustainability/documents/TU-Dublin-Travel-Survey-2022.pdf Ref7: https://assets.gov.ie/290306/8485fcb6-c3ed-4878-aefc-6a61b6634404.pdf Ref8: https://www.gov.ie/en/press-release/95d6c-minister-ryan-publishes-policy-statement-on-geothermal-energy-for-a-circular-economy/ Ref9: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/geothermal-energy-could-halve-greenhouse-gas-emissions-at-the-tu-dublin-grangegorman-campus.php Ref10: https://www.tudublin.ie/explore/news/geothermal-energy-breaks-ground-at-tu-dublins-grangegorman-campus.html",,,text_long
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Has the institution advocated for public policies to advance sustainability during the previous three years?,Yes,,,boolean
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Narrative and/or website URL providing an overview of the institution’s advocacy for public policies to advance sustainability,"In Addition to TU Dublin advocating for public policies to advance sustainability by suporting individuals (listed in the previous question and below), on the National stage, TU Dublin hosted the Higher Education Climate Leadership Summit (Ref1) where the Minister Ossian Smyth TD, Minister of State at the Department of Environment, Climate and Communications addressed the group highlighting the crucial need to support the development of solution-orientated skills and competencies among graduates, as well as implementing effective policies to accelerate the transition towards a carbon neutral society. The Summit also addressed the lessons learned and questions raised during the Climate Action Leadership Training, which has been rolled out across the Higher Education sector as set out in the Public Sector Mandate. On the International stage, TU Dublin also established a strategic partnership with United Nations Institute for Training and Research (UNITAR) (Ref2) to undertake a varied programme of activity in learning, teaching, and research related to Sustainable Development, making TU Dublin the Irish University to partner with the UN Specialised Training and Education Agency on a Sustainability Education programme. - TU Dublin works with Ireland's Minister/Department of Transport and the National Transport Authority on the development of a National Sustainable Mobility Policy. A National Sustainability Mobility Forum has been organised in May 2024 with TU Dublin speakers Jordana Corrigan and David O'Connor (Ref3). STARS can contact TU Dublin STARS coordinator to request evidence files ""EN 5.3_NSMF 2024 Event Report_20240628.docs"" and ""EN 5.3_Department of Transport_TU Dublin to lead NSMF.pdf"" - The Department of Transport and the Department of Environment, Climate and Communications also invited Dr. Lorraine D'Arcy to talk to the Technical Assistance and Information Exchange instrument of the European Commission (TAIEX-EIR) workshop on measures to reduce air pollution in transport and residential energy (Ref4). STARS can contact TU Dublin STARS coordinator to request evidence files ""EN 5.3_TAIEX-EIR workshop agenda_20240516.docs"" and ""EN 5.3_DECC invitation to present at TAIEX-EIR.pdf"". - TU Dublin (Dr. Lorraine D'Arcy) contributed to the Dublin City Centre Transport Plan (DCCPT): Ref5 - TU Dublin (Dr. Lorraine D'Arcy) presented data on Gender and Trasnport at the European Parliament: Ref6 - TU Dublin (Dr. Lorraine D'Arcy) collaborated with Transport for Ireland (TFI) and the National Transport Authority (NTA) to conduct a survey for commuting to Universities (Ref7) which contributed to the National Demand Mangement Strategy (Ref8) URL References: Ref1: https://www.tudublin.ie/explore/news/higher-education-climate-leadership-summit-2024.html Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/tu-dublin-and-unitar-establish-strategic-partnership-.php Ref3: https://assets.gov.ie/298531/f2405ad1-a787-44a4-93fa-1a883d0fdfbd.pdf Ref4: https://webgate.ec.europa.eu/TMSWebRestrict/resources/js/app/#/library/detail/85767 Ref5: https://councilmeetings.dublincity.ie/mgConvert2PDF.aspx?ID=44968 Ref6: https://www.tudublin.ie/research-innovation/news/tu-dublin-lecturer-presents-data-on-gender-and-transport-at-european-parliament.html Ref7: https://www.tudublin.ie/media/website/explore/about-the-university/sustainability/documents/TU-Dublin-Travel-Survey-2022.pdf Ref8: https://assets.gov.ie/290306/8485fcb6-c3ed-4878-aefc-6a61b6634404.pdf",,,text_long
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Documentary evidence of the institution’s advocacy for public policies to advance sustainability,EN_5.3_NSMF_2024_Event_Report_20240628.docx,,,text
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Online resource that provides evidence of the institution’s advocacy for public policies to advance sustainability,https://www.tudublin.ie/explore/news/higher-education-climate-leadership-summit-2024.html,,,url
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Points earned for indicator EN 5.3,3,,3.0,number
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Notes about the information provided for this credit,,,,not_reported
Technological University Dublin,EN-5,EN,Context,Civic Engagement,,Additional documentation for this credit,,,,not_reported
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Does the institution have at least one community partnership that is sustainability-focused?,Yes,,,boolean
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Narrative and/or website URL providing an overview of the institution’s sustainability-focused community partnerships,"The SPARK project: Ref1, Ref2, Ref3 GAP Community Garden: Ref1, Ref4 Vision Ireland Wayfinding Centre: Ref5, Ref6 SEAI Sustainable Energy Communities TU Dublin participate to: Ref7 to Ref11 URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/societal-engagement/sustainable-communities/ Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/the-spark.php Ref3: https://footballforclimatejustice.eu/news/igniting-change-bohemian-football-club-sparks-climate-action/ Ref4: https://www.tudublin.ie/explore/about-the-university/sustainability/societal-engagement/community-gardens/ Ref5: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/tu-dublin--vision-ireland-partnership-aims-to-improve-transport-accessibility-for-people-with-disabilities.php Ref6: https://vi.ie/ Ref7: https://www.seai.ie/plan-your-energy-journey/for-your-community/sustainable-energy-communities/sec-map/ Ref8: https://www.seai.ie/case-studies/triple-SEC Ref9: https://connectingcabra.ie/ Ref10: https://www.phibsborovillage.com/ Ref11: https://x.com/cosybatter",,,text_long
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Points earned for indicator EN 6.1,3,,3.0,number
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Does the institution have at least one community partnership that explicitly aims to support underrepresented groups and/or vulnerable populations in addressing the sustainability challenges they have identified?,Yes,,,boolean
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Description of the institution’s community partnerships to support underrepresented groups and/or vulnerable populations in addressing sustainability challenges,"We are currently involved in three initiatives: 1. Online Entrepreneurship for Persons with Disabilities (Ref1) - this course is funded by AIB, it is supported by the Open Doors Initiative, and the Local Enterprise Office network provide the mentors. There are 20 participants on the course. 2. Online Entrepreneurship for Refugees (Ref2) - this course is funded by Broadlake, it is supported by the Open Doors Initiative who provide the mentors. There are 20 participants on the course. 3. Kickstart Entrepreneurship for Inner City Youth (Recently closed; Ref3) - the course was funded by Dublin NEIC, it was supported by Inner City Enterprise, the Open Doors Initiative, DogPatch Labs and Growth Hub (Ref4). There are 18 participants on the course. In all of these courses, we promote the development of business ideas that align with sustainability and the UN SDGs. URL References: Ref1: https://www.tudublin.ie/explore/news/aib-and-tu-dublin-entrepreneurship-for-people-with-disabilities-programme-2024-.html#:~:text=A%20course%20for%20people%20with,is%20Wednesday%2C%2031%20July%202024 Ref2: https://www.tudublin.ie/explore/news/broadlake-and-tu-dublin-entrepreneurship-course-for-refugees.html Ref3: https://www.tudublin.ie/connect/partnering-with-us/growthhub/students/kickstart/ Ref4: https://www.tudublin.ie/connect/partnering-with-us/growthhub/",,,text_long
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Points earned for indicator EN 6.2,3,,3.0,number
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Does the institution follow published guidelines for creating and maintaining community partnerships that are reciprocal and mutually beneficial?,Yes,,,boolean
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Publication that includes the community partnership guidelines,EN_6.3_Approaches-and-models-of-partnership-working.pdf,,,text
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Online resource that includes the institution’s community partnership guidelines,https://www.tudublin.ie/media/documents/Approaches-and-models-of-partnership-working.pdf,,,url
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Are all of the institution’s community partnerships for sustainability subject to an assessment process that includes joint evaluation by the institution and its community partners?,Unsure,,,text
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Description of the institution’s approach to community partnership assessment and how the results are used to improve reciprocity and mutual benefit,"We don't have sight of 'all of TU Dublin’s community partnerships for sustainability'. In the SLWC+ pilot programme (Ref1) run by Societal Engagement with Sustainability Education and Strategic Partnerships, a statement of reciprocity, is included in the Collaboration Agreement and forms the basis of co-evaluation of the programme with the collaboration partner. This is not publicly accessible though as it is the first time we have run this and have emphasised mutual benefit and reciprocity in this way and designed in co-evaluation. URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/societal-engagement/sustainable-communities/slwc-/",,,text_long
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Points earned for indicator EN 6.3,1,,1.0,number
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Notes about the information provided for this credit,,,,not_reported
Technological University Dublin,EN-6,EN,Context,Community Partnerships,,Additional documentation for this credit,,,,not_reported
Technological University Dublin,EN-7,EN,Context,Continuing Education,,Does the institution have at least one continuing education course or program that is sustainability-focused?,Yes,,,boolean
Technological University Dublin,EN-7,EN,Context,Continuing Education,,Narrative and/or website URL providing an overview of the sustainability-focused continuing education course offerings,"The TU Dublin strategic intent outlines an ambitious requirement for all TU Dublin courses to include sustainability as a learning outcome and for TU Dublin to be one of the top universities for sustainability. As well as this TU Dublin has several specific continuing education course offerings such as the Postgraduate Certificate in Sustainability Leadership (Ref1) and also the Master of Arts (MA) in Global Sustainability Leadership which is delivered in a unique partnership with UNITAR (United Nations Institute for Training and Research) TU Dublin provide Continuous Professional Development (CPD) training that are Sutainability-Focused (Ref2) from various schools. Sustainability-Focused modules for CPD in Business (Ref3) included: - Certified Charity Trustee Programme Sustainability-Focused modules for CPD in Architecture (Ref4) include: - Biodiversity and Nature Conservation TU347 - Energy Modelling using PHPP TU5409 Sustainability-Focused modules for CPD in Mechanical Engineering (Ref5) include: - NZEB Policy & Technologies TU5404 - Emerging & Renewable Engineering Tech TU5014 Sustainability-Focused modules for CPD in Transport and Civil Engineering (Ref6) include: - Climate Resilient Infrastructure TU5027 - Energy Infrastructure TU5023 - Introduction to Sustainable Infrastructure TU5021 - Waste and Environmental Management Systems TU5028 - Water Resources and Quality Management TU5026 Sustainability-Focused modules for CPD in Culinary, Hospitality and Tourism (Ref7) include: - Certificate in Science in Sustainable Horticulture TU5160 Sustainability-Focused modules for CPD in Computer Science (Ref8) include: - Professional and Legal Issues in IS and IT; CMPU 3031 - Programming for Big Data; PROG 9813 URL References: Ref1: https://www.tudublin.ie/study/postgraduate/courses/pg-sustainability-leadership-in-business/ Ref2: https://www.tudublin.ie/study/professional-development/ Ref3: https://www.tudublin.ie/study/professional-development/business/ Ref4: https://www.tudublin.ie/study/professional-development/architecture/ Ref5: https://www.tudublin.ie/study/professional-development/mechanical-engineering/ Ref6: https://www.tudublin.ie/study/professional-development/transport--civil-engineering/ Ref7: https://www.tudublin.ie/study/professional-development/culinary-hospitality--tourism/ Ref8: https://www.tudublin.ie/explore/faculties-and-schools/computing-digital-data/school-of-computer-science/study/professional-development/",,,text_long
Technological University Dublin,EN-7,EN,Context,Continuing Education,,"Does the institution have at least one continuing education offering that is focused on a topic other than sustainability, but incorporates sustainability content or addresses a sustainability challenge?",Yes,,,boolean
Technological University Dublin,EN-7,EN,Context,Continuing Education,,Narrative and/or website URL providing an overview of the institution’s continuing education offerings that incorporate sustainability content or address sustainability challenges,"Sustainability-Inclusive modules for CPD in Biological, Health & Sport Sciences (Ref1) include: - Histopathological Dissection TU5297 - Medical Device Decontamination TU5306 - Medical Science Micro-credentials: In-Practice - Medical Science Micro-credentials: Advanced-Practice Sustainability-Inclusive modules for CPD in Food Science & Environmental Health (Ref2) include: - Food Allergen Management and Control Sustainability-Inclusive modules for CPD in Computer Science (Ref3) include: - Data Mining TECH 9810 - Machine Learning SPEC 9995 - Research Design and Proposal Writing SPEC 9998 - Systems Architectures SPEC 9270 - Web Applications Architectures DATA 9900 Other Sutainability-Inclusive modules for CPD (Ref4) include: - Hygrothermal Risk Assessment TU5408 - Planning and Design for Active Travel TU346 - Professionalism and Planning ARCH6101 - Building Heat Transfer and Simulation TU5005 - Water Services Engineering TU5009 - Heating System Engineering TU5010 - Heat & Water Services Design Project TU5017 - Collaborative Working (including BIM) in Civil & Structural Engineering 1 TU5018 - Collaborative Working (including BIM) in Civil & Structural Engineering 2 TU5019Hygrothermal Risk Assessment TU5408 - Planning and Design for Active Travel TU346 - Professionalism and Planning ARCH6101 - Building Heat Transfer and Simulation TU5005 - Water Services Engineering TU5009 - Heating System Engineering TU5010 - Heat & Water Services Design Project TU5017 - Collaborative Working (including BIM) in Civil & Structural Engineering 1 TU5018 - Collaborative Working (including BIM) in Civil & Structural Engineering 2 TU5019 The School of Culinary Arts (Ref5) also addresses the challenge of eliminating food waste and making food more sustainable. URL References: Ref1: https://www.tudublin.ie/study/professional-development/biological-health--sports-science/ Ref2: https://www.tudublin.ie/study/professional-development/food-science--environmental-health/ Ref3: https://www.tudublin.ie/explore/faculties-and-schools/computing-digital-data/school-of-computer-science/study/professional-development/ Ref4: https://www.tudublin.ie/study/professional-development/ Ref5: https://www.tudublin.ie/explore/faculties-and-schools/arts-humanities/culinary-arts--food-technology/sustainability/",,,text_long
Technological University Dublin,EN-7,EN,Context,Continuing Education,,Points earned for indicator EN 7.1,3,,3.0,number
Technological University Dublin,EN-7,EN,Context,Continuing Education,,Notes about the information provided for this credit,,,,not_reported
Technological University Dublin,EN-7,EN,Context,Continuing Education,,Additional documentation for this credit,,,,not_reported
Technological University Dublin,EN-8,EN,Context,Shared Facilities,,Does the institution have on-site space for meetings or events that is publicly accessible?,Yes,,,boolean
Technological University Dublin,EN-8,EN,Context,Shared Facilities,,Does the institution provide free or low cost access to the meeting or event space?,Yes,,,boolean
Technological University Dublin,EN-8,EN,Context,Shared Facilities,,"Description of the institution’s publicly accessible space for meetings or events, including any free or low cost access options","TU Dublin spaces, including classrooms, can be available for public groups when not in use for classes at a discount and for free depending on the ask (ref1). St Laurences Church (Ref2) in TU Dublin Grangegorman is regularly booked for community groups free of charge. URL References: Ref1: https://www.tudublin.ie/connect/partnering-with-us/events-at-tu-dublin/internal-enquiries/ Ref2: https://www.tudublin.ie/for-students/student-services-and-support/student-wellbeing/pastoral-care-chaplaincy/%E2%80%8C%E2%80%8C%E2%80%8C%E2%80%8Cstlaurences/",,,text_long
Technological University Dublin,EN-8,EN,Context,Shared Facilities,,Does the institution have at least one on-site facility with services or programs to help people meet their basic needs and is publicly accessible?,Yes,,,boolean
Technological University Dublin,EN-8,EN,Context,Shared Facilities,,Does the institution provide free or low cost access to the basic needs facilities?,Yes,,,boolean
Technological University Dublin,EN-8,EN,Context,Shared Facilities,,"Description of the institution’s publicly accessible facilities that help people meet their basic needs, including any free or low cost access options","There is the National Optometry Centre on campus (Ref1) which provides eye tests, etc. to the public. Tests can be free depending on government subsidies for the individual. TU Dublin also provide a community garden (Ref2). URL References: Ref1: https://www.tudublin.ie/noc/ Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/societal-engagement/community-gardens/",,,text_long
Technological University Dublin,EN-8,EN,Context,Shared Facilities,,Does the institution have at least one on-site facility that provides cultural services and is publicly accessible?,Yes,,,boolean
